isbn,e-isbn,title,auth-first,auth-last,trnsl-first,trnsl-last,publisher,genre,price,pubdate mo,pubdate yr,language,country,addl auth,addl trnsl,auth gender,trnsl gend
9.78194E+12,,Oraefi,Ofeigur,Sigurdsson,Lytton,Smith,Deep Vellum,Fiction,16.95,Oct,2018,Icelandic,Iceland,,,Male,Male
9.78193E+12,,Last Days of My Mother,Solvi Bjorn,Sigurdsson,Helga Soffia,Einarsdottir,Open Letter,Fiction,13.95,Aug,2014,Icelandic,Iceland,,,Male,Female
9.78031E+12,,Once on a Moonless Night,Dai,Sijie,Adriana,Hunter,Knopf,Fiction,24.95,Aug,2009,French,China,,,Male,Female
9.78081E+12,,After Tomorrow the Days Disappear,Hasan,Sijzi,Rebecca,Gould,Northwestern University Press,Poetry,19.95,Feb,2016,Persian,Iran,,,Male,Female
9.78849E+12,,Faint-hearted Bolshevik,Lorenzo,Silva,Nick,Caistor,Hispabooks Publishing,Fiction,14.95,May,2013,Spanish,Spain,,,Male,Male
9.78194E+12,,Her Mother's Mother's Mother and Her Daughters,Maria Jose,Silveira,Eric M. B.,Becker,Open Letter,Fiction,16.95,Dec,2017,Portuguese,Brazil,,,Female,Male
9.7898E+12,,Drought,Iwan,Simatupang,Harry,Aveling,Lontar,Fiction,18,Jan,2013,Indonesian,Indonesia,,,Male,Male
9.78014E+12,,Mahe Circle,Georges,Simenon,Sian,Reynolds,Penguin,Fiction,11,May,2015,French,Belgium,,,Male,Female
9.78191E+12,,Zbinden's Progress,Christoph,Simon,Donal,McLaughlin,And Other Stories,Fiction,15.95,Jan,2014,German,Switzerland,,,Male,Male
9.78163E+12,,Mere Chances,Veronika,Simoniti,Nada,Groselj,Dalkey Archive,Fiction,15,Mar,2018,Slovenian,Slovenia,,,Female,Female
9.78157E+12,,Cultural History of Physics,Karoly,Simonyi,David,Kramer,CRC Press,Nonfiction,59,Jan,2012,Hungarian,Hungary,,,,
9.78148E+12,,As Red as Blood,Salla,Simukka,Owen,Witesman,Skyscape,Children's,9.99,Aug,2014,Finnish,Finland,,,,
9.78148E+12,,As White as Snow,Salla,Simukka,Owen,Witesman,Skyscape,Fiction,9.99,Mar,2015,Finnish,Finland,,,Female,Male
9.78037E+12,,My Grandfather's Gallery: A Family Memoir of Art and War,Anne,Sinclair,Shaun,Whiteside,FSG,Nonfiction,26,Sep,2014,French,France,,,,
9.78156E+12,,Collaborators,Pierre,Siniac,Jordan,Stump,Dalkey Archive,Fiction,15.95,Apr,2010,French,France,,,Male,Male
9.78072E+12,,Birdbrain,Johanna,Sinisalo,David,Hackston,Peter Owen Publishers,Fiction,14.95,Apr,2011,Finnish,Finland,,,Female,Male
9.78072E+12,,Blood of Angels,Johanna,Sinisalo,Lola,Rogers,Peter Owen Publishers,Fiction,15.95,Jan,2015,Finnish,Finland,,,Female,Female
9.7808E+12,,Core of the Sun,Johanna,Sinisalo,Lola,Rogers,Black Cat,Fiction,16,Jan,2016,Finnish,Finland,,,Female,Female
9.78194E+12,,Night of Shooting Stars,Leonardo,Sinisgalli,W. S.,Di Piero,Tavern Books,Poetry,17,Feb,2011,Italian,Italy,,,Male,Male
9.78098E+12,,Helsinki Homicide: Vengeance,Jarkko,Sipila,Peter,Ylitalo Leppa,Ice Cold Crime,Fiction,12.95,Nov,2010,Finnish,Finland,,,Male,Male
9.78159E+12,,Silence and the Roar,Nihad,Sirees,Max,Weiss,Other Press,Fiction,13.95,Mar,2013,Arabic,Syria,,,Male,Male
9.78163E+12,,Hiccup,Ingrid,Sissung,Connie Stradling,Morby,Skyhorse,Children's,16.95,Jan,2014,German,Germany,,,,
9.78037E+12,,Blue Fox,,Sjon,Victoria,Cribb,FSG,Fiction,12.95,Apr,2013,Icelandic,Iceland,,,Male,Female
9.78037E+12,,Moonstone,,Sjon,Victoria,Cribb,FSG,Fiction,22,Aug,2016,Icelandic,Iceland,,,Male,Female
9.78039E+12,,Dancer and the Thief,Antonio,Skarmeta,Katherine,Silver,W.W. Norton,Fiction,24.95,Feb,2008,Spanish,Chile,,,Male,Female
9.78159E+12,,Days of the Rainbow,Antonio,Skarmeta,Mery,Botbol,Other Press,Fiction,16.95,Jun,2013,Spanish,Chile,,,Male,Female
9.78159E+12,,Distant Father,Antonio,Skarmeta,John,Cullen,Other Press,Fiction,15.95,Sep,2014,Spanish,Chile,,,Male,Male
9.78094E+12,,Why the Dwarf Had to Be Shot,Sasha,Skenderija,Wayles,Browne,Black Buzzard Press,Poetry,15.95,Oct,2008,Bosnian,Bosnia-Herzegovina,,,Male,Male
9.78094E+12,,Red Shifting,Aleksandr,Skidan,Genya,Turovskaya,Ugly Duckling,Poetry,15,Apr,2008,Russian,Russia,,,Male,Female
9.78156E+12,,"Faster I Walk, the Smaller I Am",Kjersti,Skomsvold,Kerri,Pierce,Dalkey Archive,Fiction,17.95,Oct,2011,Norwegian,Norway,,,Female,Female
9.78163E+12,,Monsterhuman,Kjersti,Skomsvold,Becky,Crook,Dalkey Archive,Fiction,24,Sep,2017,Norwegian,Norway,,,Female,Female
9.78191E+12,,Garden of Divine Songs,Hryhory,Skovoroda,Michael,Naydan,Glagoslav Publications,Poetry,21.3,Aug,2016,Russian,Russia,,,Male,Male
9.78191E+12,,Fru Ines,Amalie,Skram,Katherine,Hanson,Norvik Press,Fiction,26.95,May,2014,Norwegian,Norway,,,Female,Female
9.78125E+12,,Oslo Conspiracy,Asle,Skredderberget,Paul,Norlen,St. Martin's,Fiction,25.99,Oct,2016,Norwegian,Norway,,,Male,Male
9.78194E+12,,Skin,Tone,Skrjanec,Matthew,Rohrer,Tavern Books,Poetry,17,May,2014,Slovenian,Slovenia,,Ana Pepelnik;,Male,Both
9.78194E+12,,Seed in Snow,Knuts,Skujenieks,Bitite,Vinklers,BOA Editions,Poetry,16,Nov,2016,Latvian,Latvia,,,Male,Female
9.78191E+12,,Flesh-Coloured Dominos,Zigmunds,Skujins,Kaija,Straumanis,Arcadia,Fiction,29,Feb,2015,Latvian,Latvia,,,Male,Female
9.78089E+12,,Ordinary Lives,Josef,Skvorecky,Paul,Wilson,Key Porter,Fiction,14.95,Sep,2009,Czech,Czech Republic,,,Male,Male
9.78191E+12,,Forbidden Kingdom,Jacob,Slauerhoff,Paul,Vincent,Pushkin Press,Fiction,15,Feb,2013,Dutch,Netherlands,,,Male,Male
9.78159E+12,,2017,Olga,Slavnikova,Marian,Schwartz,Overlook,Fiction,26.95,Mar,2010,Russian,Russia,,,Female,Female
9.78161E+12,,Big Book of Emotions,Liesbet,Slegers,??,??,Clavis,Children's,18.95,Oct,2013,Dutch,Netherlands,,,,
9.78161E+12,,Fall Leaves,Liesbet,Slegers,??,??,Clavis,Children's,5.95,Nov,2012,Dutch,Netherlands,,,,
9.78161E+12,,Happy Easter!,Liesbet,Slegers,??,??,Clavis,Children's,15.95,Apr,2012,Dutch,Netherlands,,,,
9.78161E+12,,Katie's Day with Grandma,Liesbet,Slegers,??,??,Clavis,Children's,12.95,Oct,2012,Dutch,Netherlands,,,,
9.78161E+12,,Kevin Goes to the Hospital,Liesbet,Slegers,??,??,Clavis,Children's,12.95,Dec,2012,Dutch,Netherlands,,,,
9.78161E+12,,Teachers and What They Do,Liesbet,Slegers,??,??,Clavis,Children's,15.95,May,2014,Dutch,Netherlands,,,,
9.78161E+12,,Winter Snow,Liesbet,Slegers,??,??,Clavis,Children's,5.95,Nov,2012,Dutch,Netherlands,,,,
9.78014E+12,,Perfect Nanny,Leila,Slimani,Sam,Taylor,Penguin,Fiction,16,Jan,2018,French,France,,,Female,Male
9.78191E+12,,Monsieur Le Commandant,Romain,Slocombe,Jesse,Browner,Gallic Books,Fiction,14.95,Feb,2014,French,France,,,Male,Male
9.78023E+12,,Philosophical Temperaments: From Plato to Foucault,Peter,Sloterdijk,Thomas,Dunlap,Columbia University Press,Nonfiction,19.95,May,2013,German,Germany,,,,
9.78075E+12,,You Must Change Your Life: On Anthropotechnics,Peter,Sloterdijk,Wieland,Hoban,Polity Books,Nonfiction,45,Jan,2013,German,Germany,,,,
9.78014E+12,,Freud's Sister,Goce,Smilevski,Christina,Kramer,Penguin,Fiction,16,Sep,2012,Macedonian,Macedonia,,,Male,Female
9.78194E+12,,Moscow Noir,Natalia,Smirnova,various,various,Akashic Books,Fiction,15.95,Jun,2010,Russian,Russia,,,Both,Both
9.78162E+12,,St. Petersburg Noir,Natalia,Smirnova,various,various,Akashic Books,Fiction,15.95,Aug,2012,Russian,Russia,,,Both,Both
9.78194E+12,,My Lorenzo,Sebastien,Smirou,Andrew,Zawacki,Burning Deck Press,Poetry,14,Jun,2012,French,France,,,Male,Male
9.78194E+12,,See About,Sebastien,Smirou,Andrew,Zawacki,La Presse,Poetry,15,Oct,2017,French,France,,,Male,Male
9.78193E+12,,Guantanamo,Frank,Smith,Vanessa,Place,Les Figues,Poetry,17,Jul,2014,French,France,,,Male,Female
9.78572E+12,,Petroleum Venus,Alexander,Snegirev,Arch,Tait,Glas,Fiction,15,Feb,2013,Russian,Russia,,,Male,Male
9.7816E+12,,Elite Squad,Luiz Eduardo,Soares,Clifford,Landers,Weinstein Books,Fiction,14.95,Sep,2008,Portuguese,Brazil,Andre Batista Rodrigo Pimentel;,,Male,Male
9.78086E+12,,"Maryam, Keeper of Stories",Alawiya,Sobh,Nirvana,Tanoukhi,Seagull Books,Fiction,27.5,Jun,2016,Arabic,Lebanon,,,Female,Female
9.78194E+12,,Cut Throat Dog,Joshua,Sobol,Dalya,Bilu,Melville House,Fiction,15,Nov,2010,Hebrew,Israel,,,Male,Female
9.78155E+12,,Night Sounds,Javier,Sobrino,Elisa,Amado,Groundwood,Children's,16.95,Apr,2013,Spanish,Spain,,,,
9.78098E+12,,Mouths Dry with Hatred,Dan,Sociu,Adam,Sorkin,Longleaf Press,Poetry,10,Jul,2012,Romanian,Romania,,,Male,Male
9.78077E+12,,Andalucian Friend,Alexander,Soderberg,Neil,Smith,Crown,Fiction,26,Mar,2013,Swedish,Sweden,,,Male,Male
9.78077E+12,,Other Son,Alexander,Soderberg,Neil,Smith,Crown,Fiction,26,Jul,2015,Swedish,Sweden,,,Male,Male
9.78193E+12,,On Foot I Wandered Through the Solar Systems,Edith,Sodergran,Malena,Morling,Marick Press,Poetry,14.95,Oct,2012,Swedish,Sweden,,Jonas Ellerstrom;,Female,Both
9.78194E+12,,We Women,Edith,Sodergran,Samuel,Charters,Tavern Books,Poetry,17,Apr,2015,Swedish,Sweden,,,Female,Male
9.78158E+12,,Old Garden,Hwang,Sok-yong,Jay,Oh,Seven Stories Press,Fiction,35,Sep,2009,Korean,Korea,,,Male,Male
9.78802E+12,,"Ethics, Life and Institutions",Jan,Sokol,Neil,Cairns,Karolinum Press,Nonfiction,20,Apr,2017,Czech,Czech Republic,,,Male,Male
9.7802E+12,,Psychophysiology of Consciousness,Eugene,Sokolov,Alexander,Chernorizov,Oxford University Press,Nonfiction,89.95,Jun,2013,Russian,Russia,,Kirill Chernorizov Douglas Bowden;,,
9.78023E+12,,Between Dog and Wolf,Sasha,Sokolov,Alexander,Boguslawski,Columbia University Press,Fiction,30,Dec,2016,Russian,Russia,,,Male,Male
9.78144E+12,,In the House of the Hanged: Essays and Vers Libres,Sasha,Sokolov,Alexander,Boguslawski,University of Toronto Press,Nonfiction,50,Apr,2012,Russian,Russia,,,,
9.7819E+12,,Not So Perfect Crime,Teresa,Solana,Peter,Bush,Bitter Lemon,Fiction,14.95,Mar,2009,Catalan,Spain,,,Female,Male
9.7819E+12,,Shortcut to Paradise,Teresa,Solana,Peter,Bush,Bitter Lemon,Fiction,14.95,Mar,2011,Catalan,Spain,,,Female,Male
9.78191E+12,,Sound of One Hand Killing,Teresa,Solana,Peter,Bush,Bitter Lemon,Fiction,14.95,May,2013,Catalan,Spain,,,Female,Male
9.78098E+12,,Yankee Invasion,Ignacio,Solares,Timothy,Compton,Scarletta Press,Fiction,14.95,May,2009,Spanish,Mexico,,,Male,Male
9.7808E+12,,Black Minutes,Martin,Solares,Aura,Estrada,Black Cat,Fiction,14,May,2010,Spanish,Mexico,,J. P. Pluecker;,Male,Both
9.78081E+12,,Armand V,Dag,Solstad,Steven,Murray,New Directions,Fiction,23.95,May,2018,Norwegian,Norway,,,Male,Male
9.78081E+12,,T Singer,Dag,Solstad,Tiina,Nunnally,New Directions,Fiction,21.95,May,2018,Norwegian,Norway,,,Male,Female
9.78158E+12,,Apricot Jam and Other Stories,Aleksandr,Solzhenitsyn,Kenneth,Lanz,Counterpath Press,Fiction,28,Sep,2011,Russian,Russia,,Stephan Solzhenitsyn;,Male,Male
9.78194E+12,,Milk Underground,Ronny,Someck,Hana,Inbar,White Pine,Poetry,16,Nov,2015,Hebrew,Israel,,Robert Manaster;,Male,Both
9.78014E+12,,Gigolo Murder,Mehmet Murat,Somer,Kenneth James,Dakan,Penguin,Fiction,14,Oct,2009,Turkish,Turkey,,,Male,Male
9.78014E+12,,Kiss Murder,Mehmet Murat,Somer,Kenneth James,Dakan,Penguin,Fiction,14,Jan,2009,Turkish,Turkey,,,Male,Male
9.78185E+12,,Prophet Murders,Mehmet Murat,Somer,Kenneth,Dakan,Serpent's Tail,Fiction,,May,2008,Turkish,Turkey,,,Male,Male
9.78014E+12,,Serenity Murders,Mehmet Murat,Somer,Amy Marie,Spangler,Penguin,Fiction,15,Jan,2013,Turkish,Turkey,,,Male,Female
9.78193E+12,,Step in the Right Direction,Morten,Sondergaard,Barbara,Haveland,Book*hug,Poetry,22,May,2012,Danish,Denmark,,,Male,Female
9.78163E+12,,Amusing Life,Sokze,Song,Se-un,Kim,Dalkey Archive,Fiction,15,Nov,2016,Korean,Korea,,,Male,Female
9.78125E+12,,Apricot's Revenge,Ying,Song,Howard,Goldblatt,Minotaur,Fiction,25.99,Feb,2016,Chinese,China,,Sylvia Li-Chun-Lin;,Male,Both
9.78168E+12,,"Istanbul, Istanbul",Burhan,Sonmez,Umit,Hussein,OR Books,Fiction,18,May,2016,Turkish,Turkey,,,Male,Female
9.78186E+12,,Sins &amp; Innocents,Burhan,Sonmez,Mirjana,Teodosijevic,Garnet Publishing,Fiction,15.95,Sep,2014,Turkish,Turkey,,,Male,Female
9.7803E+12,,Mozart's Third Brain,Goran,Sonnevi,Rika,Lesser,Yale University Press,Poetry,25,Sep,2009,Swedish,Sweden,,,Male,Female
9.78194E+12,,Farming Dreams,Knud,Sorensen,Michael,Goldman,Spuyten Duyvil,Poetry,10,Jun,2016,Danish,Denmark,,,Male,Male
9.78037E+12,,Blizzard,Vladimir,Sorokin,Jamey,Gambrell,FSG,Fiction,23,Dec,2015,Russian,Russia,,,Male,Female
9.78037E+12,,Day of the Oprichnik,Vladimir,Sorokin,Jamey,Gambrell,FSG,Fiction,23,Mar,2011,Russian,Russia,,,Male,Female
9.78159E+12,,Ice Trilogy,Vladimir,Sorokin,Jamey,Gambrell,New York Review Books,Fiction,19.95,Feb,2011,Russian,Russia,,,Male,Female
9.78161E+12,,Everybody's Right,Paolo,Sorrentino,Antony,Shugaar,Europa Editions,Fiction,15,Oct,2011,Italian,Italy,,,Male,Male
9.78163E+12,,"Ballerina, Ballerina",Marko,Sosic,Maja Visenjak,Limon,Dalkey Archive,Fiction,15.95,Sep,2014,Slovenian,Slovenia,,,Male,Female
9.78194E+12,,World Shared,Dariusz,Sosnicki,Piotr,Florczyk,BOA Editions,Poetry,16,Jun,2014,Polish,Poland,,Boris Dralyuk;,Male,Male
9.78193E+12,,Lodgings,Andrzej,Sosnowski,Benjamin,Paloff,Open Letter,Poetry,13.95,Mar,2011,Polish,Poland,,,Male,Male
9.78157E+12,,Landscape with Dog,Ersi,Sotiropoulos,Karen,Emmerich,Clockroot,Fiction,16,Nov,2009,Greek,Greece,,,Female,Female
9.78087E+12,,Lost Profiles,Philippe,Soupault,Alan,Bernheimer,City Lights,Nonfiction,13.95,Nov,2016,French,France,,,Male,Male
9.78082E+12,,Little Benguin,Estelle Billon,Spagnol,Grace,Maccarone,Holiday House,Children's,16.95,Mar,2014,French,France,,,,
9.78191E+12,,About Time,Simona,Sparaco,Howard,Curtis,Pushkin Press,Fiction,14.95,Apr,2013,Italian,Italy,,,Female,Male
9.78098E+12,,Porthole,Adriano,Spatola,Beppe,Cavatorta,Otis Books,Fiction,12.95,Mar,2011,Italian,Italy,,Polly Geller;,Male,Both
9.78097E+12,,Painted Fire: A Selection of Poems 1954-2006,Maria Luisa,Spaziani,Lynne,Lawner,Chelsea Editions,Poetry,20,Sep,2009,Italian,Italy,,,Female,Female
9.78163E+12,,Sometimes I Lie and Sometimes I Don't,Nadja,Spiegel,Rachel,McNicholl,Dalkey Archive,Fiction,14,Sep,2015,German,Austria,,,Female,Female
9.78194E+12,,Fanny von Arnstein: Daughter of the Enlightenment,Hilde,Spiel,Christine,Shuttleworth,New Vessel Press,Nonfiction,18.99,Sep,2013,German,Austria,,,,
9.78148E+12,,101 Nights,Christoph,Spielberg,Christoph,Spielberg,AmazonCrossing,Fiction,14.95,Aug,2013,German,Germany,,,Male,Male
9.78148E+12,,Fourth Day,Christoph,Spielberg,Christoph,Spielberg,AmazonCrossing,Fiction,14.95,Dec,2013,German,Germany,,,Male,Male
9.78161E+12,,He Who Dies Last,Christoph,Spielberg,Emanuel,Bergmann,AmazonCrossing,Fiction,14.95,Apr,2013,German,Germany,,,Male,Male
9.78161E+12,,Russian Donation,Christoph,Spielberg,Gerald,Chapple,AmazonCrossing,Fiction,14.95,Jan,2013,German,Germany,,,Male,Male
9.78026E+12,,Hybrid Culture: Japanese Media Arts in Dialogue with the West,Yvonne,Spielmann,Anja,Welle,MIT,Nonfiction,38,Nov,2012,German,Germany,,,,
9.78014E+12,,Gods and Soldiers: Anthology of Contemporary African Writing,Rob,Spillman,various,various,Penguin,Fiction,16,May,2009,Various,,,,Both,Both
9.78163E+12,,Captivity,Gyorgy,Spiro,Tim,Wilkinson,Restless Books,Fiction,29.99,Nov,2015,Hungarian,Hungary,,,Male,Male
9.78054E+12,,Shapeshifters,Stefan,Spjut,Susan,Beard,Minotaur,Fiction,15.95,Jul,2015,Swedish,Sweden,,,Male,Female
9.78163E+12,9.78163E+12,History of a Disappearance,Filip,Springer,Sean Gasper,Bye,Restless Books,Nonfiction,17.99,Apr,2017,Polish,Poland,,,Male,Male
9.78194E+12,,Anything Could Happen,Jana Putrle,Srdic,Barbara,Jursa,Midsummer Night's Press,Poetry,10.95,Nov,2014,Slovenian,Slovenia,,,Female,Female
9.78162E+12,,Zagreb Noir,Ivan,Srsen,Various,Various,Akashic Books,Fiction,15.95,Dec,2015,Croatian,Croatia,,,Both,Both
9.78089E+12,,Paper Shoes,Pavel,Srut,Ema,Katrovas,Carnegie Mellon Press,Poetry,17.95,Feb,2009,Czech,Czech Republic,,,Male,Female
9.78194E+12,,Worm-Eaten Time,Pavel,Srut,Deborah,Garfinkle,Phoneme Books,Poetry,16,Mar,2016,Czech,Czech Republic,,,Male,Female
9.78191E+12,,Cold Hearts,Gunnar,Staalesen,Don,Bartlett,Dufour Editions,Fiction,18.95,Nov,2013,Norwegian,Norway,,,Male,Male
9.78191E+12,,We Shall Inherit the Wind,Gunnar,Staalesen,Don,Bartlett,Orenda,Fiction,14.95,Apr,2016,Norwegian,Norway,,,Male,Male
9.78191E+12,,Where Roses Never Die,Gunnar,Staalesen,Don,Bartlett,Orenda,Fiction,14.95,Sep,2016,Norwegian,Norway,,,Male,Male
9.78191E+12,,Writing on the Wall,Gunnar,Staalesen,Hal,Sutcliffe,Arcadia,Fiction,12.95,Oct,2009,Norwegian,Norway,,,Male,Male
9.78191E+12,,Yours Until Death,Gunnar,Staalesen,Margaret,Amassian,Arcadia,Fiction,16.95,Jul,2011,Norwegian,Norway,,,Male,Female
9.78081E+12,,Is that Kafka? 99 Finds,Reiner,Stach,Kurt,Beals,New Directions,Nonfiction,27.95,Mar,2016,German,Germany,,,,
9.78069E+12,,Kafka: The Years of Insight,Reiner,Stach,Shelley,Frisch,Princeton,Nonfiction,35,Jun,2013,German,Germany,,,Male,Female
9.78098E+12,,American Fugue,Alexis,Stamatis,Diane,Thiel,Etruscan Press,Fiction,16.95,Apr,2008,Greek,Greece,,,Male,Female
9.78193E+12,,Everything Happens as It Does,Albena,Stambolova,Olga,Nikolova,Open Letter,Fiction,12.95,Nov,2013,Bulgarian,Bulgaria,,,Female,Female
9.78159E+12,,Agnes,Peter,Stamm,Michael,Hofmann,Other Press,Fiction,18.95,Oct,2016,German,Switzerland,,,Male,Male
9.78159E+12,,All Days Are Night,Peter,Stamm,Michael,Hofmann,Other Press,Fiction,23.95,Nov,2014,German,Switzerland,,,Male,Male
9.78159E+12,,Seven Years,Peter,Stamm,Michael,Hofmann,Other Press,Fiction,14.95,Mar,2011,German,Switzerland,,,Male,Male
9.78159E+12,,To the Back of Beyond,Peter,Stamm,Michael,Hofmann,Other Press,Fiction,15.95,Oct,2017,German,Switzerland,,,,
9.78159E+12,,We're Flying,Peter,Stamm,Michael,Hofmann,Other Press,Fiction,15.95,Aug,2012,German,Switzerland,,,Male,Male
9.78194E+12,,Wheel with a Single Spoke,Nichita,Stanescu,Sean,Cotter,Archipelago,Poetry,18,Mar,2012,Romanian,Romania,,,Male,Male
9.78193E+12,,Rome Noir,Chiara,Stangalino,Maxim,Jakubowski,Akashic Books,Fiction,15.95,Feb,2009,Italian,Italy,,,Both,Male
9.78031E+12,,Eichmann Before Jerusalem: The Unexamined Life of a Mass Murderer,Bettina,Stangneth,Ruth,Martin,Knopf,Nonfiction,35,Sep,2014,German,Germany,,,,
9.78194E+12,,Before the Feast,Sasa,Stanisic,Anthea,Bell,Tin House,Fiction,15.95,Jun,2016,German,Bosnia-Herzegovina,,,Male,Female
9.7808E+12,,How the Soldier Repairs the Gramophone,Sasa,Stanisic,Anthea,Bell,Grove,Fiction,24,Jun,2008,German,Bosnia-Herzegovina,,,Male,Female
9.78042E+12,,Stanislavsky: A Life in Letters,Konstantin,Stanislavsky,Laurence,Senelick,Routledge,Nonfiction,39.95,Oct,2013,Russian,Russia,,,,
9.78097E+12,,Bad Blood,Borisav,Stankovic,Milo,Yelesiyevich,Serbian Classics Press,Fiction,19.95,Sep,2008,Serbian,Serbia and Montenegro,,,Male,Male
9.78373E+12,,Different Boys - Episode 1,Norman,Stark,Iona,Italia,Bastei Entertainment,Fiction,0.99,Jun,2016,German,Germany,,,Male,Female
9.78193E+12,,First Execution,Domenico,Starnone,Antony,Shugaar,Europa Editions,Fiction,15,Feb,2009,Italian,Italy,,,Male,Male
9.78161E+12,,Ties,Domenico,Starnone,Jhumpa,Lahiri,Europa Editions,Fiction,16,Mar,2017,Italian,Italy,,,Male,Female
9.78184E+12,,Awkward Age,Anna,Starobinets,Hugh,Alpin,Hesperus,Fiction,22.95,Nov,2009,Russian,Russia,,,Female,Male
9.7803E+12,,My Father's Books,Luan,Starova,Christina,Kramer,University of Wisconsin,Fiction,24.95,May,2012,Macedonian,Macedonia,,,Male,Female
9.7803E+12,,Time of the Goats,Luan,Starova,Christina,Kramer,University of Wisconsin,Fiction,24.95,Nov,2012,Macedonian,Macedonia,,,Male,Female
9.78156E+12,,Dukla,Andrzej,Stasiuk,Bill,Johnston,Dalkey Archive,Fiction,13.95,Oct,2011,Polish,Poland,,,Male,Male
9.78187E+12,,"Boers in Angola, 1928-1975",Nicol,Stassen,Jan,Schaafsma,Protea Book House,Nonfiction,55,Mar,2012,Afrikaans,South Africa,,,,
9.7811E+12,,My Cat Yugoslavia,Pajtim,Statovci,David,Hackston,Pantheon,Fiction,24.95,Apr,2017,Finnish,Serbia,,,Male,Male
9.78077E+12,,Shared Responsibility: The United Nations in the Age of Globalization,Carsten,Staur,Steven,Harris,McGill-Queen's University Press,Nonfiction,29.95,Oct,2013,Danish,Denmark,,,,
9.78039E+12,,Norton Anthology of Latino Literature,Ilan,Stavans,various,various,W.W. Norton,Fiction,59.95,Sep,2010,Spanish,,,,Male,Both
9.78086E+12,,Lionheart,Thorvald,Steen,James,Anderson,Seagull Books,Fiction,21,Jun,2012,Norwegian,Norway,,,Male,Male
9.78086E+12,,Little Horse,Thorvald,Steen,James,Anderson,Seagull Books,Fiction,24,Nov,2014,Norwegian,Norway,,,Male,Male
9.7808E+12,,Millie and the Big Rescue,Alexander,Steffensmeier,??,??,Walker,Children's,16.99,Aug,2013,German,Germany,,,,
9.78191E+12,,Absolution,Ales,Steger,??,??,Peter Owen Publishers,Fiction,14.95,Jan,2018,Slovenian,Slovenia,,,Male,
9.78193E+12,,Berlin,Ales,Steger,Brian,Henry,Counterpath Press,Fiction,22,Mar,2015,Slovenian,Slovenia,,Aljaz Kovac Forrest Gander;,Male,Male
9.78193E+12,,Book of Things,Ales,Steger,Brian,Henry,BOA Editions,Poetry,16,Nov,2010,Slovenian,Slovenia,,,Male,Male
9.78047E+12,,Blessed Farm,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,38,Jun,2017,German,Germany,,,Male,Male
9.78047E+12,,Buried God,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,20,Apr,2013,German,Germany,,,Male,Male
9.78047E+12,,Crows,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,12.5,Aug,2014,German,Germany,,,Male,Male
9.78047E+12,,Engraver,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,12,May,2012,German,Germany,,,Male,Male
9.78047E+12,,"Gudnatz, the Grafter",Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,13.5,Aug,2014,German,Germany,,,Male,Male
9.78047E+12,,Leonore Griebel,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,12.5,Sep,2012,German,Germany,,,Male,Male
9.78047E+12,,"Meicke, the Devil",Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,3.99,May,2012,German,Germany,,,Male,Male
9.78047E+12,,Runaway Heart and Other Tales,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,13.5,Jul,2014,German,Germany,,,Male,Male
9.78047E+12,,Shimmer of the Assistant and Other Tales,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,5.5,May,2013,German,Germany,,,Male,Male
9.78047E+12,,Shingle Maker and Other Tales,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,3.99,Jun,2012,German,Germany,,,Male,Male
9.78047E+12,,Stories from the Mandel House,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,12.5,Jul,2014,German,Germany,,,Male,Male
9.78047E+12,,Three Nights,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,20,Jul,2014,German,Germany,,,Male,Male
9.78047E+12,,Twilight and Other Tales,Hermann,Stehr,Kerry,Nitz,K A Nitz,Fiction,12,Jun,2013,German,Germany,,,Male,Male
9.78193E+12,,Canvas,Benjamin,Stein,Brian,Zumhagen,Open Letter,Fiction,16.95,Sep,2012,German,Germany,,,Male,Male
9.78989E+12,,Jenny &amp; Lorenzo,Toni,Steiner,Kathryn,Bishop,Minedition,Children's,16.99,Sep,2014,Dutch,Netherlands,,,,
9.78162E+12,,My New Granny,Elisabeth,Steinkellner,Connie Stradling,Morby,Skyhorse,Children's,16.95,Sep,2012,German,Austria,,,,
9.7815E+12,,Closed Circles,Viveca,Sten,Laura,Wideburg,AmazonCrossing,Fiction,14.95,Mar,2016,Swedish,Sweden,,,Female,Female
9.78148E+12,,Guiltless,Viveca,Sten,Marlaine,Delargy,AmazonCrossing,Fiction,14.95,May,2017,Swedish,Sweden,,,Female,Female
9.7815E+12,,Still Waters,Viveca,Sten,Marlaine,Delargy,AmazonCrossing,Fiction,14.95,Oct,2015,Swedish,Sweden,,,Female,Female
