ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,4,"165,498","8,266","254,364","8,266",0,0,"1,895","3,850","1,397",0,284,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,5,"221,206",938,"325,031",938,0,0,"1,900","3,529","1,313",0,361,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,6,"189,603","8,233","279,390","8,233",0,0,"1,789","5,149",288,0,529,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,7,"151,042","6,604","213,908","6,604",0,0,"4,091","2,633",39,0,447,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,8,"93,792","4,452","165,452","4,452",0,0,"2,881","2,642",40,0,464,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,9,"164,879","7,516","236,853","7,516",0,0,"2,068","3,187",248,0,596,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,10,"164,192","5,000","265,340","5,000",0,0,"1,876","4,753",432,0,439,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,11,"63,192","5,018","105,507","5,018",0,0,830,"1,422",108,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,12,"29,717","1,864","40,749","1,864",0,0,125,212,51,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,1,"16,219",0,"59,738",0,0,0,0,0,30,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,2,"13,270",0,"48,842",0,0,0,0,0,12,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,3,"30,749",0,"112,558",0,0,0,0,0,27,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,4,"25,859",0,"94,596",0,0,0,0,0,17,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,5,"29,206",0,"107,016",0,0,0,0,0,22,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,6,"34,015",0,"124,320",0,0,0,0,0,8,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,7,"53,346",0,"194,528",0,0,0,0,0,3,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,8,"29,210",0,"106,740",0,0,0,0,0,5,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,9,"24,922",0,"91,236",0,0,0,0,0,6,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,10,"34,791",0,"127,264",0,0,0,0,0,18,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,11,"28,082",0,"102,924",0,0,0,0,0,29,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,12,"29,575",0,"108,196",0,0,0,0,0,14,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2021,"349,244",0,"1,277,958",0,0,0,0,0,191,0,0
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,1,"1,684",742,"40,416",742,0,0,0,0,8,688,896,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,2,"13,176",565,"304,770",565,0,0,0,0,254,351,504,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,3,"13,914",857,"249,223",857,0,0,0,0,"1,136",466,"1,588",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,4,"22,512",929,"321,388",929,0,0,0,0,"1,832",461,"2,142",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,5,"28,239",862,"410,220",862,0,0,0,0,"2,691",603,"3,528",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,6,"40,977",993,"635,779",993,0,0,0,0,"2,776",593,"4,334",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,7,"41,381","1,016","539,324","1,016",0,0,0,0,"3,014",744,"6,566",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,8,"36,839","1,157","530,506","1,157",0,0,0,0,"3,254",793,"8,374",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,9,"37,121","1,575","620,060","1,575",0,0,0,0,"3,632",947,"8,708",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,10,"35,612","1,086","604,112","1,086",0,0,0,0,"2,965",804,"5,229",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,11,"30,330","1,314","458,213","1,314",0,0,0,0,"2,255",908,"2,344",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,12,"17,467","1,002","194,476","1,002",0,0,0,0,712,674,864,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2021,"319,252","12,098","4,908,487","290,346",0,0,0,0,"24,529","8,032","45,077"
Congaree NP,CONG,National Park,Southeast ,SC,2021,1,"14,159",0,"59,218",0,0,0,0,0,82,0,755,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,2,"14,064",0,"60,233",0,0,0,0,0,70,0,832,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,3,"22,219",0,"101,896",0,0,0,0,0,191,0,"1,571",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,4,"20,036",0,"85,949",0,0,0,0,0,179,0,"1,113",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,5,"24,978",0,"102,613",0,0,0,0,0,267,0,"1,117",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,6,"18,298",0,"85,535",0,0,0,0,0,152,0,"1,380",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,7,"16,936",0,"72,709",0,0,0,0,0,80,0,"1,015",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,8,"12,334",0,"48,283",0,0,0,0,0,38,0,526,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,9,"17,309",0,"68,047",0,0,0,0,0,75,0,731,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,10,"19,682",0,"94,707",0,0,0,0,0,123,0,"1,660",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,11,"17,860",0,"85,000",0,0,0,0,0,88,0,"1,483",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,12,"17,306",0,"70,959",0,0,0,0,0,71,0,881,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,1,"8,026","2,100","30,492","2,100",0,0,0,0,120,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,2,"7,803","2,400","30,369","2,400",0,0,0,0,153,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,3,"15,312","2,800","60,832","2,800",0,0,0,0,362,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,4,"25,680","4,800","97,720","4,800",0,0,0,0,392,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,5,"56,746","4,900","242,166","4,900","2,581",0,0,0,113,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,6,"95,155","6,100","557,835","6,100","9,317","3,493",0,0,293,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,7,"194,712","6,500","930,584","6,500","7,667","5,896",0,0,425,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,8,"106,379","3,900","608,010","3,900","7,259","5,777",0,0,200,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,9,"64,152","4,800","463,628","4,800","7,781","5,634",0,0,96,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,10,"47,196","3,300","191,322","3,300","1,571",0,0,0,50,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,11,"19,410","3,700","68,454","3,700",0,0,0,0,26,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,12,"7,180","4,300","26,111","4,300",0,0,0,0,49,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2021,"647,751","49,600","3,307,523","24,800","36,176","20,800",0,0,"2,279",0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,1,"86,000",0,"172,135",0,218,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,2,"91,737",0,"189,391",0,104,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,3,"182,618",0,"464,946",0,229,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,4,"224,619",0,"435,690",0,474,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,5,"241,897",0,"1,028,370",0,449,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,6,"307,110",0,"798,880",0,673,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,7,"300,798",0,"745,719",0,632,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,8,"317,417",0,"832,081",0,895,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,9,"266,356",0,"798,829",0,600,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,10,"264,264",0,"790,867",0,458,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,11,"177,927",0,"467,996",0,311,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,12,"114,532",0,"332,784",0,347,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2021,"2,575,275",0,"7,057,688",0,"5,390",0,0,0,0,0,0
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,1,"80,263","3,260","464,466","3,260",0,0,531,451,267,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,2,"109,242","4,347","996,347","4,347",784,266,"12,614","18,131",744,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,3,"171,617","6,827","1,574,658","6,827","2,029",398,"21,047","27,594","1,199",0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,4,"140,477","5,579","1,036,848","5,579","1,661",396,"10,895","8,307",549,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,5,"80,770","3,309","512,371","3,309",853,181,"2,859","1,475",119,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,6,"56,077","2,299","329,244","2,299",457,89,624,336,16,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,7,"52,909","2,167","304,145","2,167",475,40,298,54,27,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,8,"42,775","1,744","256,445","1,744",336,26,935,266,15,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,9,"55,804","2,254","329,677","2,254",386,82,786,365,31,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,10,"108,985","4,409","789,996","4,409","1,507",154,"6,887","6,950",214,0,36,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,11,"133,130","5,332","1,165,459","5,332","2,122",346,"15,436","17,811",332,0,99,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,12,"114,502","4,622","978,032","4,622","2,568",349,"14,760","11,306",369,0,78,Death Valley NP,DEVA,National Park,Pacific West ,CA,2021,"1,146,551","46,149","8,737,688","69,223","13,178","2,327","87,672","93,046","3,882",0,213
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,1,8,"14,384",106,"14,384",0,0,0,0,2,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2021,"229,521","1,118,096","3,398,006","279,524",0,"21,477",0,0,"35,646",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,2,22,"14,642",570,"14,642",0,0,0,0,22,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2021,"229,521","1,118,096","3,398,006","279,524",0,"21,477",0,0,"35,646",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,3,335,"21,568","16,332","21,568",0,0,0,0,574,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2021,"229,521","1,118,096","3,398,006","279,524",0,"21,477",0,0,"35,646",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,4,"1,332","47,840","147,888","47,840",0,0,0,0,"5,974",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2021,"229,521","1,118,096","3,398,006","279,524",0,"21,477",0,0,"35,646",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,5,"11,522","160,343","361,567","160,343",0,"1,899",0,0,"9,784",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2021,"229,521","1,118,096","3,398,006","279,524",0,"21,477",0,0,"35,646",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,6,"53,890","243,304","889,497","243,304",0,"5,412",0,0,"12,110",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2021,"229,521","1,118,096","3,398,006","279,524",0,"21,477",0,0,"35,646",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,7,"71,264","253,370","884,495","253,370",0,"6,040",0,0,"3,918",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2021,"229,521","1,118,096","3,398,006","279,524",0,"21,477",0,0,"35,646",0,0
